run_id,method,seq,t_robot_recv_ns,ros_topic,linear_x,linear_y,angular_z,action_id,status
R01,ROS_TCP,1,1782054480012136881,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,2,1782054480088723667,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,3,1782054480173744562,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,4,1782054480247593611,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,5,1782054480328686902,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,6,1782054480410969390,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,7,1782054480489747817,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,8,1782054480571400396,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,9,1782054480645123846,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,10,1782054480730587936,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,11,1782054480811017121,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,12,1782054480887056983,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,13,1782054480969430634,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,14,1782054481047009150,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,15,1782054481131020228,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,16,1782054481203817234,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,17,1782054481286713864,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,18,1782054481367600951,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,19,1782054481443169146,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,20,1782054481526664351,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,21,1782054481607678653,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,22,1782054481687971549,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,23,1782054481762277502,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,24,1782054481850970563,/cmd_vel,0.0,0.0,0.0,0,ok
